show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;imdb_rating;imdb_vote
24;Movie;My Girl;Howard Zieff;Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones, Tom Villard, Lara Steinick, Kristian Truelsen, David Caprita, Jody Wilson, Linda Perri, Nancy L. Chlumsky, Glenda Chism, Bill Cordell, Ray Buktenica, George Colangelo, Anthony Finazzo, Shane Obedzinski, Zachary McLemore, T.J. Collazo, Cassi Abel, Amanda Cole, Bree Butler, Harvey Bellman, John H. deRussy, Henry Kohn, Florence Mistrot, Anthony Giaimo, Edgar Allan Poe IV, Robert V. Girolami, Kurt Smildsin, Paul Nagle Jr., Lynn Sellers, Blair Barnette, Sven Granlund, Victor Iemolo, Kevin Scott Richardson, L.A. Rothman;United States;01/08/2021;1991;PG-13;102 min;Comedy, Drama, Family, Romance;This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.;6,9;76279
25;Movie;Seabiscuit;Manny Nathan;Martin Mason, Doc Bond, Charles Howard, Mrs. Charles Howard, Charles Kurtsinger, Man o War, Graham McNamee, Sam Riddle, Seabiscuit, Tom Smith, Alfred G. Vanderbilt, War Admiral, George Woolf;United States;01/08/2021;2003;PG-13;141 min;Documentary;An ungainly-looking colt becomes a winning thoroughbred in this Depression-era drama based on the true story of champion racehorse Seabiscuit.;7,4;103
26;Movie;Team America: World Police;Trey Parker;Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo, Daran Norris, Phil Hendrie, Maurice LaMarche, Chelsea Marguerite, Jeremy Shada, Fred Tatasciore, John D. Kim, Paul Louis, Christine Papalexis, Elle Russ;United States, Germany;01/08/2021;2004;R;98 min;Action, Comedy;In this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet.;7,2;164133
27;Movie;The Last Boy Scout;Tony Scott;Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill, Badja Djola, Kim Coates, Chelcie Ross, Joe Santos, Clarence Felder, Tony Longo, Frank Collison, Bill Medley, Verne Lundquist, Dick Butkus, Lynn Swann, Billy Blanks, Ken Kells, Morris Chestnut, Michael J. Fisher, Doug Simpson, Joe El Rady, David McMillan, Benjamin Agee, Donna W. Scott, Denise Ames, Frank Kopyc, Teal Roberts, Sara Suzanne Brown, Ryan Cutrona, Eddie Griffin, John Cenatiempo, Michael Papajohn, Matt Johnston, Edmund Villa, James Keane, Jack Kehler, Duke Valenti, Dennis Garber, Manny Perry, Vic Manni, Frank Ferrara, Erik Onate, Robert Apisa, Shane Dixon, Rick Ducommun, E. Brian Dean, Dick Ziker, Fred Lerner, John Meier, Don Pulford, Dennis Packer, Gene Borkan, Kevin Bourland, Jeff Hochendoner, Steve Picerni, Craig A. Pinckes, Carmine Zozzora, Theresa St. Clair, Ed Beheler, Colby Kline, Robert M. Bouffard, Kristin Coppola, Adam DiSpirito, James Gandolfini, Robert Gatewood, Steven A. Hite, Anne Lockhart, Ray K. Morris, Patrick Russo, Julie K. Smith, USC Trojan Marching Band;United States;01/08/2021;1991;R;105 min;Action, Comedy, Crime, Thriller;Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.;7;97220
28;Movie;Mansfield Park;Patricia Rozema;Hannah Taylor Gordon, Talya Gordon, Lindsay Duncan, Bruce Byron, James Purefoy, Sheila Gish, Harold Pinter, Elizabeth Eaton, Elizabeth Earl, Philip Sarson, Amelia Warner, Frances OConnor, Jonny Lee Miller, Victoria Hamilton, Hugh Bonneville, Justine Waddell, Embeth Davidtz, Alessandro Nivola, Charles Edwards, Sophia Myles, Hilton McRae, Anna Popplewell, Danny Worters, Gordon Reid, Jack Murphy, Peter Curtis, Emma Flett, Wendy Woodbridge, Eliza Darby, Richard Oliff;United Kingdom;01/01/2020;1999;PG-13;112 min;Comedy, Drama, Romance;A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.;7,1;23026
29;Movie;The Original Kings of Comedy;Spike Lee;Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac;United States;01/08/2021;2000;R;111 min;Comedy, Documentary;Comedians Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac hit the stage in an iconic stand-up concert directed by Spike Lee.;6,8;5681
30;Movie;Main Hoon Na;Farah Khan;Shah Rukh Khan, Sushmita Sen, Suniel Shetty, Zayed Khan, Amrita Rao, Kabir Bedi, Naseeruddin Shah, Boman Irani, Bindu, Satish Shah, Kirron Kher, Nassar Abdulla, Kunal Kumar, Rajiv Panjabi, Rakhi Sawant, Murli Sharma, Praveen Sirohi, Shaji Chaudhary, Sumeet Goradia, Geeta Kapoor, Sajid Khan, Charan Saluja, Tabu;India;01/04/2018;2004;TV-14;171 min;Action, Comedy, Drama, Musical, Romance, Thriller;Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.;7;33925
31;Movie;Dil Chahta Hai;Farhan Akhtar;Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity Zinta, Sonali Kulkarni, Dimple Kapadia, Ayub Khan, Rajat Kapoor, Suhasini Mulay, Ahmed Khan, Suchitra Pillai, Anjula Bedi, Rakesh Pandey, Samantha Tremayne, Claire, Clarence, Asad Dadarkar, Bomi Doctor, Beatrice Gibson, Kannu Gill, Yusuf Hussain, Rio Kapadia, Simran Makhija, Deepak Malhotra, Shail Mehta, Sarah Neilson, Shaina, Shilpa, Anand Subaya, Mandala Tayde, Meenakshi Verma, Gordon Waddell, Kerry Casey, Kiran Rao;India;15/12/2019;2001;TV-14;185 min;Comedy, Drama, Romance;Inseparable childhood friends Akash, Sameer and Siddharth are just out of college. Nothing comes between them ? until they each fall in love.;8,1;69667
32;Movie;Midnight Sun;Mario Rouleau, Michel Lemieux, Victor Pilon;Paul Ahmarani, Guy Dubuc, Marc Lessard, Marie-Jos?e Frigon, Simon Godin, Martin Roy, Laur Fug?re, Francesca Gagnon, Jorane, Mathieu Lavoie, Daniela Mercury, Youssou NDour, Francine Poitras, lise Veille, Antatol Ashourkov, Joseph Dominic Bauer, Sylvain Beauchamps, liane Bonin, R?gine Cadet, Cassandra Carrara, Isabelle Chasse, Anna Cuellar, Yvan C?t?, Yves Decoste, Robert Dethier, Annick Detolle, Pierre Duhaime, Michel Dupire, Jo?lle Gagnon, Katherine-M?lodie Gauvreau, Marc-Andr? Gendron, Charlyne Guay, Isabelle Hontebeyrie, Sergey Kristsyne, Zoltan Lang, Chris Lashua, Aboubacar Man?, Lucie Contant Marcotte, Marie-Laure Mesnage, Isabelle Michon-Campbell, Tiffany Moey, Anne Olivelli, Louis Perreault, Sara R?n?lique, Fred Umani;Canada;08/07/2021;2018;PG-13;91 min;Family, Music;Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms.;6,9;130
33;Movie;Bawarchi;Hrishikesh Mukherjee;Rajesh Khanna, Jaya Bachchan, Usha Kiran, Harindranath Chattopadhyay, A.K. Hangal, Durga Khote, Asrani, Kali Bannerjee, Paintal, Raju Shrestha, Amitabh Bachchan, Manisha, Suraj, Seema Kapoor;India;31/12/2019;1972;TV-PG;125 min;Comedy, Musical, Drama, Family;A dysfunctional middle-class family is transformed by the attentions of their talented new chef ? until he vanishes along with their valuable jewels.;8;3888
34;TV Show;Richie Rich;Donald Petrie;Macaulay Culkin, John Larroquette, Edward Herrmann, Christine Ebersole, Jonathan Hyde, Michael McShane, Chelcie Ross, Mariangela Pino, Stephi Lineburg, Michael Maccarone, Joel Robinson, Jonathan Hilario, Reggie Jackson, Claudia Schiffer, Wanda Christine, Stacy Logan, Eddie Bo Smith Jr., Kent Logsdon, Sean A. Tate, David Fawcett, Rob Riley, Dawn Maxey, Ben Stein, Joel Ellegant, Justin Zaremby, John Drury, Diann Burns, Rush Pearson, Rachel Stephens, Nydia Rodriguez Terracina, Mike Bacarella, Sam Sanders, Marilyn Dodds Frank, Mindy Bell, James Deuter, Rick Worthy, Michael Godleski, Matt DeCaro, Rory Culkin, Peter Lampley, Eddie J. Fernandez, Lily Semel, James Deeth, Joanne Pankow, James Blanford, Dustin Drapkin, Jeff Dlugolecki, Bruce Green, C. Michael Haynes, Jan Jackson, Wayne Paul Liles, Kevin Mukherji, Robert Oliver, Keith Schrader, John Thurner, Frank Welker;United States;06/07/2021;2015;TV-G;2 Seasons;Comedy, Family;After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure.;5,4;66523
35;Movie;Austin Powers: The Spy Who Shagged Me;Jay Roach;Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Gia Carides, Oliver Muirhead, George Cheung, Jeffrey Meng, Muse Watson, Scott Cooper, Douglas Fisher, Kevin Cooney, Clint Howard, Brian Hooks, David Koechner, Frank Clem, Herb Mitchell, Steve Eastin, Jane Carr, Kevin Durand, Melissa Justin, Nicholas Walker, Stephen Hibbert, David Coy, David Crigger, Tom Ehlen, Dennis Wilson, Eric Winzenried, Tim Bagley, Colton James, Mike Hagerty, Jack Kehler, Kirk Ward, Jeff Garlin, Rachel Wilson, Jennifer Coolidge, John Mahon, Michael McDonald, Jeanette Miller, Mary Jo Smith, Carrie Ann Inaba, Jennifer Hamilton, Ayesha Orange, Natalie Willes, John R. Corella, Alison Faulk, Michelle Elkin, Shealan Spencer, Tovaris Wilson, Bree Turner, Marisa Gilliam, Mark Meismer, Salvatore Vassallo, Jason Yribar, Chekesha Van Putten, Tara Mouri, Giggi Yazicioglu, Sarah Christine Smith, Faune Chambers Watkins, Gabriel Paige, Jim Boensch, Ron Ulstad, Timothy Watters, Todd M. Schultz, Steve Wilkos, Michelle Sritenko Africano, Nathalie S. Bartleson, Janine M. Bekker, Khadija Cutcher, Mary Dettmer, Annie Henry, Tracy Gayeski, Tracy Long, Laurie Martin, Jill Savery, Margot Thien, Kimi Cochrun, Burt Bacharach, Elvis Costello, Will Ferrell, Woody Harrelson, Kristen Johnston, Charles Napier, Willie Nelson, Tim Robbins, Rebecca Romijn, Jerry Springer, Fred Willard, Jessica Anne Bogart, Robert Cohen, Darrow Dickey, Colette Divine, Dan Gilman, Phil Hawn, Max Herholz, David Hutchison, Tom Ivanjack, Tony Jay, Lana Kinnear, Bryson Lang, Harish Mandyam, Stephen A. Marinaccio II, Brandon Molale, Allie Moss, Bill ODonnell, Jeanine Orci, Mitch Rouse, Teddy Sandman, Siri Shiva, Lisa Varga, Andreanna Veith;United States;01/07/2021;1999;PG-13;95 min;Action, Adventure, Comedy, Crime;When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powerss mojo, Austin must return to the swingin 60s himself.;6,6;223662
36;Movie;Kurt & Courtney;Nick Broomfield;Nick Broomfield, Kurt Cobain, Courtney Love, Mari Earle, Tracey Marander, Alice Wheeler, Hank Harrison, Rozz Rezabek, Amy Squier, Tom Grant, Dylan Carlson, Al Bowman, Jack Briggs, El Duce, Chelsea Rae, Victoria Mary Clarke, Pat Smear, Larry Flynt, Danny Goldberg, Sam Rubin, Vincent Schiavelli;United Kingdom;08/01/2019;1998;R;95 min;Documentary, Biography, Crime, Music;This film charts Nirvanas Kurt Cobains rise to fame, his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death.;6,1;7103
37;Movie;The Karate Kid;John G. Avildsen;Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove, Randee Heller, William Zabka, Ron Thomas, Rob Garrison, Chad McQueen, Tony ODell, Israel Juarbe, William Bassett, Larry B. Scott, Juli Fields, Dana Andersen, Frank Burt Avalon, Jeff Fishman, Ken Daly, Tom Fridley, Pat E. Johnson, Bruce Malmuth, Darryl Vidal, Frances Bay, Christopher Kriesa, Bernie Kuby, Joan Lemmo, Helen Siff, Larry Drake, Abbott Alexander, Molly Basler, Brian Davis, David De Lange, Erik Felix, Peter Jason, Todd Lookinland, Clarence McGee Jr., William Norren, Sam Scarber, Scott Strader, Chris Casamassa, Donald DeNoyer, Charles Gallant, Katheryn Gallant, Kelly Gallant, David LeBell, Tom Levy, Freeman Love, Monty OGrady, Richard Patrick, Stan Rodarte, Andrew Shue, Sharon Spelman, Milanka Stevens, Nico Stevens, Robert Strong, Duff Tallahassee, Shannon Wilcox;United States;01/07/2021;1984;PG;127 min;Action, Drama, Family, Sport;When a bullied teen befriends an unassuming martial arts master, he?ll learn life lessons ? and the right moves ? to beat back his merciless rivals.;7,3;208183
38;TV Show;The Mole;;Anderson Cooper, Heather Campbell Willison, Dorothy Hui, Bill McDaniel, Al Spielman, Jon Kelley, Victoria Garza, Mark Lambrecht, Michael Bribiesca, Bobby ODonnell, Marcie Ciscel, Nicole Williams, Paul Grassi, Alex Jacobs, Liz Cain, Ali Sonoma, Clay Cauley, Craig Slike, Kristen Willeumier, Kathryn Price, Darwin Conner, Steven Cowles, Jim Morrison, Katie Mills, Elavia Bello, Charlie McGowan, Myra Brown, Kate Pahls, Ahmad Rashad, Jennifer Biondi, Rob Nelson, Kathy Griffin, Erik von Detten, Frederique Van Der Wal, Patrick Guilfoyle, Henry Wentz, Stephen Baldwin, Corbin Bernsen, Wendi Wendt, Lisa Noller, Michael Boatman, Afi Ekulona, Ali Gorman, Kim Coles, Manuel Herrera, Bob Paulhus, Dennis Rodman, Angie Everhart, Mark Curry, Tracey Gold;United States;21/06/2021;2001;TV-14;2 Seasons;Adventure, Game-Show, Mystery, Reality-TV;In this competition show, contestants try to earn $1 million for a pot that only one of them will win ? while one player secretly sabotages them.;7,5;1047
39;Movie;Mobile Suit Gundam: Chars Counterattack;Yoshiyuki Tomino;T?ru Furuya, Sh?ichi Ikeda, Hirotaka Suzuoki, Maria Kawamura, Nozomu Sasaki, K?ichi Yamadera, Mitsuki Yayoi, Yoshiko Sakakibara, Fuyumi Shiraishi, Shingo Hiromori, Shinobu Adachi, Kazue Ikura, Keiko Han, Alaina Burnett, Louis Chirillo, Trevor Devall, Brian Dobson, Jenn Forgie, Angela Hendricks, Mitsuaki Hoshino, Masaru Ikeda, Takk? Ishimori, Unsh? Ishizuka, Willow Johnson, Chris Kalhoon, Kazue Komiya, Michael Kopsa, Nicole Leroux, Jocelyne Loewen, Dane MacFahden, David Mackay, Tomoko Maruo, Scott McNeil, Kirby Morrow, Yasuo Muramatsu, Colin Murdock, Ty Olsson, Poppy Ona, Hiroyuki Shibamoto, Shunsuke Shima, Bin Shimada, Yutaka Shimata, Mayumi Sh?, Kazuyasu Sogabe, Brad Swaile, Bill Switzer, Shunsuke Takamiya, Hiroshi Takemura, K?ji Totani, Shigeru Ushiyama, Cathy Weseluck;Japan;19/06/2021;1988;TV-14;120 min;Animation, Action, Drama, Sci-Fi, War;Thirteen years after the war, the Neo Zeon army threatens the peace. Armed with the Nu Gundam, Amuro Ray and Federation forces take the field once more.;7,3;1511
40;Movie;Ride or Die;Craig Ross Jr.;Duane Martin, Vivica A. Fox, Meagan Good, Michael Taliferro, Jadakiss, Geoffrey Blake, Daniel Dae Kim, Brooklyn McLinn, Sticky Fingaz, Iona Morris, Miranda Kwok, Stacey Dash, Gabrielle Union, Faizon Love, Zachary Isaiah Williams, Monica DeAngelis, Darcy Donavan, Tanisha Grant, Myquan Jackson, Gwen McGee, Somaya Reece, Shadii, Summer Simmons, Smalls, Lauree Sugar, Oren Williams, William Shipman;United States;15/04/2021;2021;TV-MA;143 min;Action, Crime, Romance, Thriller;Rei helps the woman she?s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.;4,2;851
41;TV Show;Metallica: Some Kind of Monster;Joe Berlinger, Bruce Sinofsky;Metallica, Lars Ulrich, Kirk Hammett, Robert Trujillo, James Hetfield, Echobrain, Michael Ansaldo, Eric Avery, Uwe Bradke, Cliff Burnstein, Cliff Burton, Crazy Cabbie, Martin Carlsson, Steffan Chirazi, Knut Claussen, Dylan Donkin, Marcelo Flores, Erica Forstadt, Antonio Freitas, Gio Gasparetti, Mike Gillies, Brett Gorvy, Lani Hammett, Zach Harmon, Eric Helmkamp, Cali Tee Hetfield, Castor Virgil Hetfield, Francesca Hetfield, Masanori Ito, Pepper Keenan, Marko Lehtinen, Danny Lohner, Zane Lowe, Elena Luciano, Will MacLachlan, Peter Mensch, Pam Moore, Frank Munoz, Dave Mustaine, John Norris, Nathaniel Oliver Grey, Peter Paterno, Scott Reeder, Scott Reeder, Scott Reeder, Marc Reiter, Bob Rock, Brian Sagrafena, Skylar Satenstein, Niclas Swanlund, Phil Towle, Myles Ulrich, Torben Ulrich, Jeordie White, Patricia Wiig, Steven Wiig, Chris Wyse, Joe Berlinger, Dan Braun, Jason Newsted, Bruce Sinofsky, Orrie V.;United States;13/06/2021;2014;TV-MA;1 Season;Documentary, Music;This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later.;7,5;18192
42;Movie;Cradle 2 the Grave;Andrzej Bartkowiak;Jet Li, DMX, Anthony Anderson, Kelly Hu, Tom Arnold, Mark Dacascos, Gabrielle Union, Michael Jace, Drag-On, Paige Hurd, Paolo Seganti, Richard Trapp, Ron Yuan, Woon Young Park, Johnny Nguyen, Marcus Young, Stephen Quadros, Sean Cory, Theodore Tour? Johnson Jr., Beth Gains, Gwen McGee, Roxana Brusso, Maximilian A. Mastrangelo, Lester Speight, Doc Newman, Paolo Mastropietro, Martin Klebba, Shawn Hollinger, Tim Storms, Randy Couture, Hector Echavarria, Tito Ortiz, Tom McCleister, Wiley M. Pickett, Andre Ware, Larry Joshua, Chic Daniel, John Dohle, James Hart, Jake Muxworthy, Matt Baker, Daniel Dae Kim, Doug Spearman, Hani Al Naimi, Julie du Page, Hari Dhillon, Peter J. Lucas, Erik Betts, Anthony Boco, Troy Brenna, Aaron Brumfield, Chris Butler, Arnold Chon, Michael Cunio, Kevin Grevioux, Mark Hicks, Lisa Jammal, William L. Johnson, Chuck Liddell, Nikki Martin, Chi McBride, Richie Parker, Bob Perry, Ungenita Prevost, Gary Rodriguez, D.Y. Sao, Vanessa Thomson, Aaron Toney, Garrett Warren, Natasha Yi;United States;02/06/2021;2003;R;101 min;Action, Crime, Drama, Thriller;When a jewel thief pulls off a risky diamond heist with his crew, a gang kidnaps his young daughter and steals the loot as a rival agent offers his help.;5,8;43969
43;Movie;Streets of Fire;Walter Hill;Michael Par?, Diane Lane, Rick Moranis, Amy Madigan, Willem Dafoe, Deborah Van Valkenburgh, Richard Lawson, Rick Rossovich, Bill Paxton, Lee Ving, Stoney Jackson, Grand L. Bush, Robert Townsend, Mykelti Williamson, Elizabeth Daily, Lynne Thigpen, Marine Jahan, Ed Begley Jr., John Dennis Johnston, Harry Beer, Olivia Brown, Kip Waldo, Peter Jason, Matthew Laurance, Sarah Marten, Tamu Blackwell, Ric Moreno, Antonie Becker, Elizabeth Jordan, Susan Cheng, Vicki Iovine, John Hateley, Rock A. Walker, Paul Mones, Vince Deadrick Jr., Paul M. Lane, Bernie Pock, Spiro Razatos, Jeff Smolek, William Beard II, Stuart Kimball, Angelo, John Ryder, Dave Alvin, Philip Alvin, Lee Allen, William Bateman, John Bazz, Eugene Taylor, Steve Berlin, Sherman Big Train Bergman, Kathy Griffin, Molly Hansen, David LeBell, Richard Patrick, Tom Waters, Chuck Zito;United States;02/06/2021;1984;PG;94 min;Action, Crime, Drama, Music, Romance, Thriller;Tough ex-soldier Tom Cody springs into action when a depraved motorcycle gang kidnaps his former girlfriend, Ellen, whos now a famous singer.;6,7;19982
44;Movie;The Four Seasons;Alan Alda;Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno, Jack Weston, Bess Armstrong, Elizabeth Alda, Beatrice Alda, Robert Hitt, Kristi McCarthy, David Stackpole;United States;02/06/2021;1981;PG;108 min;Comedy, Drama;Three middle-aged couples vacation together every season until one of the men ditches his wife for a younger woman, tilting the groups dynamics.;6,8;4427
45;Movie;The Outlaw Josey Wales;Clint Eastwood;Clint Eastwood, Chief Dan George, Sondra Locke, Bill McKinney, John Vernon, Paula Trueman, Sam Bottoms, Geraldine Keams, Woodrow Parfrey, Joyce Jameson, Sheb Wooley, Royal Dano, Matt Clark, John Verros, Will Sampson, William OConnell, John Quade, Frank Schofield, Buck Kartalian, Len Lesser, Doug McGrath, John Russell, Charles Tyner, Bruce M. Fischer, John Mitchum, John Davis Chandler, Tom Roy Lowe, Clay Tanner, Bob Hoy, Madeleine Taylor Holmes, Erik Holland, Cissy Wellman, Faye Hamblin, Danny Green, Stephen Douglas Butler, Frank Cockrell, Kyle Eastwood, Richard Farnsworth, John Hudkins, Walter Scott;United States;02/06/2021;1976;PG;136 min;Western;In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler.;7,8;69613
